cites,authors,title,year,source,publisher,article_url,cites_url,gs_rank,query_date,type,doi,ecc,cites_per_year,cites_per_author,author_count,age,abstract,full_text_url,related_url,source_file,query,papers,citations,years,cites_year,cites_paper,cites_author,papers_author,authors_paper,h_index,g_index,hc_index,h_i_index,h_i_norm,awcr,aw_index,awc_rp_a,e_index,hm_index,cites_author_year,h_i_annual,h_coverage,g_coverage,star_count,year_first,year_last,acc1,acc2,acc5,acc20,h_a,tool_name,study_id,double_code,topic_cat,tool_use_type
0,DM Livingood,Re: Comments on the Environmental Assessment DOI-BLM-CA-D080-2022-0010-EA for the Ash Meadows POO Modification,2024,NA,amargosaconservancy.org,https://www.amargosaconservancy.org/wp-content/uploads/2025/07/2024-05-03-St.-Cloud-Exploratory-Drilling-EA-Comments-1-1.pdf,NA,784,2025-09-15,PDF,NA,0,0,0,1,1,"As detailed below, the EA for the Project is incomplete and inadequate. Reliance on this EA would violate a number of federal laws, including the Federal Land Policy Management Act (“…",https://www.amargosaconservancy.org/wp-content/uploads/2025/07/2024-05-03-St.-Cloud-Exploratory-Drilling-EA-Comments-1-1.pdf,https://scholar.google.com/scholar?q=related:Axv0K5yOGhgJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),1112,TRUE,NA,NA
5,"SE Martenies, M Zhang, AE Corrigan, A Kvit, ...",Developing a national-scale exposure index for combined environmental hazards and social stressors and applications to the environmental influences on …,2023,International journal of …,mdpi.com,https://www.mdpi.com/1660-4601/20/14/6339,https://scholar.google.com/scholar?cites=17876918952318690796&as_sdt=2005&sciodt=2007&hl=en,386,2025-09-15,HTML,NA,5,2.5,1,5,2,… Quality released its Climate and Economic Justice Screening Tool to assess cumulative impacts … Both the EJI and the Climate and Economic Justice Screening Tool include a variety of …,https://www.mdpi.com/1660-4601/20/14/6339,https://scholar.google.com/scholar?q=related:7GVnNxKTF_gJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),1603,TRUE,NA,NA
0,"K Johnston, E Puig-Santana, A Pearson, L Sandahl, ...",Enabling Equitable Adoption of Clean Energy Technologies and Practices Through a Collaborative Approach,2024,NA,aceee.org,https://www.aceee.org/sites/default/files/proceedings/ssb24/assets/attachments/20240722160734421_8f51d2b8-b05f-49f9-9fc4-83694b2bf298.pdf,NA,74,2025-09-15,PDF,NA,0,0,0,5,1,"… Climate and Economic Justice Screening Tool (CEJST), which maps burden indicators onto census tracts, to identify DACs by location. While CEJST … situated within a CEJST-defined …",https://www.aceee.org/sites/default/files/proceedings/ssb24/assets/attachments/20240722160734421_8f51d2b8-b05f-49f9-9fc4-83694b2bf298.pdf,https://scholar.google.com/scholar?q=related:xQSdZheO3ksJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),1288,TRUE,NA,NA
1,"J Hale, I Bushnell, E Flores, I Vasquez-rodriguez, ...",Addressing the Discriminatory Impacts of Redlining and Highway Development in California,2024,NA,escholarship.org,https://escholarship.org/uc/item/6n97j5sq,https://scholar.google.com/scholar?cites=13437188101482482192&as_sdt=2005&sciodt=2007&hl=en,562,2025-09-15,NA,NA,1,1,0,5,1,This report is a collaboration between the California Office of Environmental Health Hazard Assessment and a research team of graduate students in the Master of Public Policy …,https://escholarship.org/content/qt6n97j5sq/qt6n97j5sq_noSplash_f22b1a8fd895f138f4df4f99622dc90a.pdf,https://scholar.google.com/scholar?q=related:EAr4kGJ7eroJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),1223,TRUE,NA,NA
0,AJ Jones Jr,Climate change and the impact on energy insecurity in the residential sector: A place-based analysis into the consumption and energy insecurity heterogeneities …,2024,NA,search.proquest.com,https://search.proquest.com/openview/9bb99fd7949870ae76130503eb144584/1?pq-origsite=gscholar&cbl=18750&diss=y,NA,269,2025-09-15,NA,NA,0,0,0,1,1,Climate change can widen the energy usage and health disparities between vulnerable populations and their counterparts. Extreme heat continues to lead to the most deaths among …,https://kilthub.cmu.edu/articles/thesis/Climate_change_and_the_impact_on_energy_insecurity_in_the_residential_sector_A_place-based_analysis_into_the_consumption_and_energy_insecurity_heterogeneities_within_Arizona/26939809/1/files/49011841.pdf,https://scholar.google.com/scholar?q=related:XWUzfkT5wrwJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),976,TRUE,NA,NA
0,"J McCormack, C Armendariz, F Ferrante, E Grimm, ...","Rising Waters, Rising Costs: Understanding Flood Risk, Insurance, &the Price of Inaction",2025,NA,uwm.edu,https://uwm.edu/centerforwaterpolicy/wp-content/uploads/sites/667/2025/05/Rising-Waters-Rising-Costs-Understanding-Flood-Risk-Insurance-the-Price-of-Inaction.pdf,NA,185,2025-09-15,PDF,NA,0,0,0,5,1,"… The CVI helps identify areas most in need of climate adaptation, while the CEJST highlights communities burdened by historical environmental and economic injustices, such as those …",https://uwm.edu/centerforwaterpolicy/wp-content/uploads/sites/667/2025/05/Rising-Waters-Rising-Costs-Understanding-Flood-Risk-Insurance-the-Price-of-Inaction.pdf,https://scholar.google.com/scholar?q=related:m6RHzMvLljcJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),1234,TRUE,NA,NA
9,"N Gardiner, A Shore, LA Dahlman, J Fox, M Wilbert, ...",Implementing the Steps to Resilience: a practitioner's guide,2024,NA,repository.library.noaa.gov,https://repository.library.noaa.gov/view/noaa/66743/noaa_66743_DS1.pdf,https://scholar.google.com/scholar?cites=6921119597820430567&as_sdt=2005&sciodt=2007&hl=en,552,2025-09-15,PDF,NA,9,9,2,6,1,"In deciding what efforts to fund and undertake, decision makers need to consider both the true costs of long-term impacts from climate change and the potential benefits of resilience-…",https://repository.library.noaa.gov/view/noaa/66743/noaa_66743_DS1.pdf,https://scholar.google.com/scholar?q=related:58gUxJrBDGAJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),1445,TRUE,NA,NA
0,P Sethi,Inside Trump's campaign to censor climate science,2025,Impact of Social Sciences Blog,eprints.lse.ac.uk,https://eprints.lse.ac.uk/129389/,NA,656,2025-09-15,NA,NA,0,0,0,1,1,"… Other groups, such as the Public Environmental Data partners, are also helping by preserving essential tools like the Climate and Economic Justice Screening Tool, which the White …",https://eprints.lse.ac.uk/129389/1/impactofsocialsciences_2025_8_4_inside-trumps-campaign-to-censor-climate-science.pdf,https://scholar.google.com/scholar?q=related:JmD69EcixzkJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),1481,TRUE,NA,NA
1,DA Kysar,An Eco-Pragmatic Approach to Inequality and Regulation,2023,American Journal of Law and Equality,direct.mit.edu,https://direct.mit.edu/ajle/article/doi/10.1162/ajle_a_00056/117635,https://scholar.google.com/scholar?cites=7684874791946463074&as_sdt=2005&sciodt=2007&hl=en,202,2025-09-15,HTML,10.1162/ajle_a_00056/117635,1,0.5,1,1,2,… its Climate and Economic Justice Screening Tool (CEJST). Although the CEJST attracted … likely to be identified as disadvantaged by the CEJST. For the communities who may be …,https://direct.mit.edu/ajle/article/doi/10.1162/ajle_a_00056/117635,https://scholar.google.com/scholar?q=related:YqdSNegopmoJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),1103,TRUE,NA,NA
0,"CL Kling, S Polasky, K Segerson",Changes in US Environmental Policy Under the Trump Administration: An Economic Perspective1,2025,Environmental and Resource …,Springer,https://link.springer.com/article/10.1007/s10640-025-01025-6,NA,383,2025-09-15,NA,10.1007/s10640-025-01025-6,0,0,0,3,1,"Since President Donald Trump took office for a second time in January 2025, his administration has initiated a flurry of actions to fundamentally alter environmental policy in the US. …",NA,https://scholar.google.com/scholar?q=related:Pm2Kvjd77YgJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),1061,TRUE,NA,NA
0,"AD Dunn, J Wettengel, Z Fader",Building on Community Connections to Foster Environmental Justice.,2024,Journal: American Water …,search.ebscohost.com,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=0003150X&AN=175447825&h=nQdlMfY1E5EoCDhFKjaKFKElLLoVndHECKxN6J%2F342oIU6CC8mh8nRaGFlOIF75Lc16oSJn7dQhvGXRSdB0JzA%3D%3D&crl=c,NA,128,2025-09-15,NA,NA,0,0,0,3,1,"… CEJST integrates broader data sets to better identify … While neither EJScreen nor CEJST evaluate cumulative impacts at … As noted, federal EJ screening tools, like EJScreen and CEJST, …",NA,https://scholar.google.com/scholar?q=related:BbmEXs9myTcJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),966,TRUE,NA,NA
0,"KK Smith, EA Goto, SJ Domingue, ...",Mapping Rural Local Government Capacity for Climate Resilience Projects in the United States,2025,Public Administration …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/puar.70025,NA,175,2025-09-15,NA,10.1111/puar.70025,0,0,0,4,1,… as FEMA Community Disaster Resilience Zones than low- capacity communities and seven times more likely to be identified by the Climate and Economic Justice Screening Tool. …,NA,https://scholar.google.com/scholar?q=related:MH4ZTGaRCCcJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),1316,TRUE,NA,NA
0,AE Andre,In Pursuit of Equity Under NEPA: Apalachicola's Invisibility in the Tristate Water Wars,2023,U. Mem. L. Rev.,HeinOnline,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/umem54&section=27,NA,637,2025-09-15,NA,NA,0,0,0,1,2,"In the presence of significant environmental impacts, the National Environmental Policy Act ("" NEPA"") requires agencies to take a hard look at community effects. However, analysis of …",https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5009059,https://scholar.google.com/scholar?q=related:AHYJso4TR3wJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),967,TRUE,NA,NA
17,RL Revesz,Air pollution and environmental justice,2022,Ecology LQ,HeinOnline,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/eclawq49&section=8,https://scholar.google.com/scholar?cites=7089744102742165217&as_sdt=2005&sciodt=2007&hl=en,472,2025-09-15,NA,NA,17,5.67,17,1,3,"Of all pollutants, particulate matter has by far the worst impacts on public health. According to a report by the Office of Management and Budget, 98 to 99 percent of the monetized …",https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=3930215,https://scholar.google.com/scholar?q=related:4QZeyLLUY2IJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),1543,TRUE,NA,NA
1,DA Farber,Inequality and Regulation Revisited,2024,American Journal of Law and Equality,direct.mit.edu,https://direct.mit.edu/ajle/article/doi/10.1162/ajle_a_00069/125064,https://scholar.google.com/scholar?cites=1533728280027602642&as_sdt=2005&sciodt=2007&hl=en,652,2025-09-15,HTML,10.1162/ajle_a_00069/125064,1,1,1,1,1,"In a 2023 article in the American Journal of Law and Equality, I explored ways that government regulation—environmental regulation in particular—can promote equality. The article …",https://direct.mit.edu/ajle/article/doi/10.1162/ajle_a_00069/125064,https://scholar.google.com/scholar?q=related:0h4Eob7lSBUJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),1102,TRUE,NA,NA
0,"C Davis, AN Junod, A Rogin",Where Are Children in Head Start Exposed to Environmental Hazards?,NA,urban.org,NA,https://www.urban.org/sites/default/files/2023-09/TRIM-ASPE-technical-appendix.pdf,NA,105,2025-09-15,PDF,NA,0,0,0,3,NA,… This metric was also included in the Climate and Economic Justice Screening tool. See … This metric was also included in the Climate and Economic Justice Screening tool. See here for …,https://www.urban.org/sites/default/files/2023-09/TRIM-ASPE-technical-appendix.pdf,https://scholar.google.com/scholar?q=related:PgiwvX_TOcsJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),1024,TRUE,NA,NA
12,"M Shields, A Cooperman, M Kreider, F Oteri, Z Hemez, ...",The impacts of developing a port network for floating offshore wind energy on the west coast of the united states,2023,NA,osti.gov,https://www.osti.gov/biblio/2005543,https://scholar.google.com/scholar?cites=11320851016981549515&as_sdt=2005&sciodt=2007&hl=en,540,2025-09-15,NA,NA,12,6,2,6,2,"Floating offshore wind is a pre-commercial industry with the potential for significant market growth on the US West Coast in the near future; however, significant investment in port …",https://www.osti.gov/servlets/purl/2005543,https://scholar.google.com/scholar?q=related:yxFO_gS-G50J:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),1408,TRUE,NA,NA
0,"L Zeng, D Anderson",Mapping Underserved Communities for Spent Nuclear Fuel Storage and Transportation,2024,AGU Fall Meeting Abstracts,ui.adsabs.harvard.edu,https://ui.adsabs.harvard.edu/abs/2024AGUFMSY11B2511Z/abstract,NA,299,2025-09-15,NA,NA,0,0,0,2,1,"There is unique empirical value in developing indicators and methods for mapping underserved communities, as cross-cutting environmental justice concerns gain further attention in …",NA,https://scholar.google.com/scholar?q=related:1NWXUZ6cTHoJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),1350,TRUE,NA,NA
0,"J Clark, A Ward",Defining Extreme Heat as a Hazard,NA,dukespace.lib.duke.edu,NA,https://dukespace.lib.duke.edu/bitstreams/b5d4f6a0-4d67-4608-b2b7-eaf6666a3c22/download,NA,716,2025-09-15,PDF,NA,0,0,0,2,NA,US states must have a Federal Emergency Management Agency–approved state hazard mitigation plan (SHMP) to apply for certain nonemergency disaster funds and funding for …,https://dukespace.lib.duke.edu/bitstreams/b5d4f6a0-4d67-4608-b2b7-eaf6666a3c22/download,https://scholar.google.com/scholar?q=related:XoItu1qpoSgJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),1219,TRUE,NA,NA
