cites,authors,title,year,source,publisher,article_url,cites_url,gs_rank,query_date,type,doi,ecc,cites_per_year,cites_per_author,author_count,age,abstract,full_text_url,related_url,source_file,tool_name,study_id,double_code,topic_cat,tool_use_type
0,"J McCormack, C Armendariz, F Ferrante, E Grimm, ...","Rising Waters, Rising Costs: Understanding Flood Risk, Insurance, &the Price of Inaction",2025,NA,uwm.edu,https://uwm.edu/centerforwaterpolicy/wp-content/uploads/sites/667/2025/05/Rising-Waters-Rising-Costs-Understanding-Flood-Risk-Insurance-the-Price-of-Inaction.pdf,NA,185,2025-09-15,PDF,NA,0,0,0,5,1,"… The CVI helps identify areas most in need of climate adaptation, while the CEJST highlights communities burdened by historical environmental and economic injustices, such as those …",https://uwm.edu/centerforwaterpolicy/wp-content/uploads/sites/667/2025/05/Rising-Waters-Rising-Costs-Understanding-Flood-Risk-Insurance-the-Price-of-Inaction.pdf,https://scholar.google.com/scholar?q=related:m6RHzMvLljcJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),1575,TRUE,NA,NA
9,"N Gardiner, A Shore, LA Dahlman, J Fox, M Wilbert, ...",Implementing the Steps to Resilience: a practitioner's guide,2024,NA,repository.library.noaa.gov,https://repository.library.noaa.gov/view/noaa/66743/noaa_66743_DS1.pdf,https://scholar.google.com/scholar?cites=6921119597820430567&as_sdt=2005&sciodt=2007&hl=en,552,2025-09-15,PDF,NA,9,9,2,6,1,"In deciding what efforts to fund and undertake, decision makers need to consider both the true costs of long-term impacts from climate change and the potential benefits of resilience-…",https://repository.library.noaa.gov/view/noaa/66743/noaa_66743_DS1.pdf,https://scholar.google.com/scholar?q=related:58gUxJrBDGAJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),1786,TRUE,NA,NA
0,P Sethi,Inside Trump's campaign to censor climate science,2025,Impact of Social Sciences Blog,eprints.lse.ac.uk,https://eprints.lse.ac.uk/129389/,NA,656,2025-09-15,NA,NA,0,0,0,1,1,"… Other groups, such as the Public Environmental Data partners, are also helping by preserving essential tools like the Climate and Economic Justice Screening Tool, which the White …",https://eprints.lse.ac.uk/129389/1/impactofsocialsciences_2025_8_4_inside-trumps-campaign-to-censor-climate-science.pdf,https://scholar.google.com/scholar?q=related:JmD69EcixzkJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),1822,TRUE,NA,NA
1,DA Kysar,An Eco-Pragmatic Approach to Inequality and Regulation,2023,American Journal of Law and Equality,direct.mit.edu,https://direct.mit.edu/ajle/article/doi/10.1162/ajle_a_00056/117635,https://scholar.google.com/scholar?cites=7684874791946463074&as_sdt=2005&sciodt=2007&hl=en,202,2025-09-15,HTML,10.1162/ajle_a_00056/117635,1,0.5,1,1,2,… its Climate and Economic Justice Screening Tool (CEJST). Although the CEJST attracted … likely to be identified as disadvantaged by the CEJST. For the communities who may be …,https://direct.mit.edu/ajle/article/doi/10.1162/ajle_a_00056/117635,https://scholar.google.com/scholar?q=related:YqdSNegopmoJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),1444,TRUE,NA,NA
0,"CL Kling, S Polasky, K Segerson",Changes in US Environmental Policy Under the Trump Administration: An Economic Perspective1,2025,Environmental and Resource …,Springer,https://link.springer.com/article/10.1007/s10640-025-01025-6,NA,383,2025-09-15,NA,10.1007/s10640-025-01025-6,0,0,0,3,1,"Since President Donald Trump took office for a second time in January 2025, his administration has initiated a flurry of actions to fundamentally alter environmental policy in the US. …",NA,https://scholar.google.com/scholar?q=related:Pm2Kvjd77YgJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),1402,TRUE,NA,NA
0,"AD Dunn, J Wettengel, Z Fader",Building on Community Connections to Foster Environmental Justice.,2024,Journal: American Water …,search.ebscohost.com,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=0003150X&AN=175447825&h=nQdlMfY1E5EoCDhFKjaKFKElLLoVndHECKxN6J%2F342oIU6CC8mh8nRaGFlOIF75Lc16oSJn7dQhvGXRSdB0JzA%3D%3D&crl=c,NA,128,2025-09-15,NA,NA,0,0,0,3,1,"… CEJST integrates broader data sets to better identify … While neither EJScreen nor CEJST evaluate cumulative impacts at … As noted, federal EJ screening tools, like EJScreen and CEJST, …",NA,https://scholar.google.com/scholar?q=related:BbmEXs9myTcJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),1307,TRUE,NA,NA
0,"KK Smith, EA Goto, SJ Domingue, ...",Mapping Rural Local Government Capacity for Climate Resilience Projects in the United States,2025,Public Administration …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/puar.70025,NA,175,2025-09-15,NA,10.1111/puar.70025,0,0,0,4,1,… as FEMA Community Disaster Resilience Zones than low- capacity communities and seven times more likely to be identified by the Climate and Economic Justice Screening Tool. …,NA,https://scholar.google.com/scholar?q=related:MH4ZTGaRCCcJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),1657,TRUE,NA,NA
0,AE Andre,In Pursuit of Equity Under NEPA: Apalachicola's Invisibility in the Tristate Water Wars,2023,U. Mem. L. Rev.,HeinOnline,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/umem54&section=27,NA,637,2025-09-15,NA,NA,0,0,0,1,2,"In the presence of significant environmental impacts, the National Environmental Policy Act ("" NEPA"") requires agencies to take a hard look at community effects. However, analysis of …",https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5009059,https://scholar.google.com/scholar?q=related:AHYJso4TR3wJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),1308,TRUE,NA,NA
17,RL Revesz,Air pollution and environmental justice,2022,Ecology LQ,HeinOnline,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/eclawq49&section=8,https://scholar.google.com/scholar?cites=7089744102742165217&as_sdt=2005&sciodt=2007&hl=en,472,2025-09-15,NA,NA,17,5.67,17,1,3,"Of all pollutants, particulate matter has by far the worst impacts on public health. According to a report by the Office of Management and Budget, 98 to 99 percent of the monetized …",https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=3930215,https://scholar.google.com/scholar?q=related:4QZeyLLUY2IJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),1884,TRUE,NA,NA
1,DA Farber,Inequality and Regulation Revisited,2024,American Journal of Law and Equality,direct.mit.edu,https://direct.mit.edu/ajle/article/doi/10.1162/ajle_a_00069/125064,https://scholar.google.com/scholar?cites=1533728280027602642&as_sdt=2005&sciodt=2007&hl=en,652,2025-09-15,HTML,10.1162/ajle_a_00069/125064,1,1,1,1,1,"In a 2023 article in the American Journal of Law and Equality, I explored ways that government regulation—environmental regulation in particular—can promote equality. The article …",https://direct.mit.edu/ajle/article/doi/10.1162/ajle_a_00069/125064,https://scholar.google.com/scholar?q=related:0h4Eob7lSBUJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),1443,TRUE,NA,NA
0,"C Davis, AN Junod, A Rogin",Where Are Children in Head Start Exposed to Environmental Hazards?,NA,urban.org,NA,https://www.urban.org/sites/default/files/2023-09/TRIM-ASPE-technical-appendix.pdf,NA,105,2025-09-15,PDF,NA,0,0,0,3,NA,… This metric was also included in the Climate and Economic Justice Screening tool. See … This metric was also included in the Climate and Economic Justice Screening tool. See here for …,https://www.urban.org/sites/default/files/2023-09/TRIM-ASPE-technical-appendix.pdf,https://scholar.google.com/scholar?q=related:PgiwvX_TOcsJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),1365,TRUE,NA,NA
12,"M Shields, A Cooperman, M Kreider, F Oteri, Z Hemez, ...",The impacts of developing a port network for floating offshore wind energy on the west coast of the united states,2023,NA,osti.gov,https://www.osti.gov/biblio/2005543,https://scholar.google.com/scholar?cites=11320851016981549515&as_sdt=2005&sciodt=2007&hl=en,540,2025-09-15,NA,NA,12,6,2,6,2,"Floating offshore wind is a pre-commercial industry with the potential for significant market growth on the US West Coast in the near future; however, significant investment in port …",https://www.osti.gov/servlets/purl/2005543,https://scholar.google.com/scholar?q=related:yxFO_gS-G50J:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),1749,TRUE,NA,NA
0,"L Zeng, D Anderson",Mapping Underserved Communities for Spent Nuclear Fuel Storage and Transportation,2024,AGU Fall Meeting Abstracts,ui.adsabs.harvard.edu,https://ui.adsabs.harvard.edu/abs/2024AGUFMSY11B2511Z/abstract,NA,299,2025-09-15,NA,NA,0,0,0,2,1,"There is unique empirical value in developing indicators and methods for mapping underserved communities, as cross-cutting environmental justice concerns gain further attention in …",NA,https://scholar.google.com/scholar?q=related:1NWXUZ6cTHoJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),1691,TRUE,NA,NA
0,"J Clark, A Ward",Defining Extreme Heat as a Hazard,NA,dukespace.lib.duke.edu,NA,https://dukespace.lib.duke.edu/bitstreams/b5d4f6a0-4d67-4608-b2b7-eaf6666a3c22/download,NA,716,2025-09-15,PDF,NA,0,0,0,2,NA,US states must have a Federal Emergency Management Agency–approved state hazard mitigation plan (SHMP) to apply for certain nonemergency disaster funds and funding for …,https://dukespace.lib.duke.edu/bitstreams/b5d4f6a0-4d67-4608-b2b7-eaf6666a3c22/download,https://scholar.google.com/scholar?q=related:XoItu1qpoSgJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),1560,TRUE,NA,NA
0,N Trejo,Environmental Metrics in Action: Exploring US Superfund Sites Affiliated with the Fashion Industry,2024,NA,digitalcommons.unl.edu,https://digitalcommons.unl.edu/tsaconf/1250/,NA,136,2025-09-15,NA,NA,0,0,0,1,1,"Little is known of Superfund sites, long-term clean up sites, affiliated with the apparel and footwear supply chain in the United States. The US Environmental Protection Agency manages …",https://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=2254&context=tsaconf,https://scholar.google.com/scholar?q=related:paZaflYLecUJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),1794,TRUE,NA,NA
0,"M Cuthbertson, M Workman, AB Haney",A Gtco2-Scale Us Greenhouse Gas Removal Sector: The Role of Private Capital &Public Policy in Stabilizing Market Fundamentals,NA,Available at SSRN 4665104,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4665104,NA,735,2025-09-15,NA,NA,0,0,0,3,NA,"Greenhouse gas removals (GGRs) will be essential at GtCO2-scale to offset residual emissions and achieve global net zero by 2050. Engineered GGRs have the greatest long-term, …",https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4665104,https://scholar.google.com/scholar?q=related:x_LAaUwWn3kJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),1719,TRUE,NA,NA
0,MA Rudolph,"Toward an urban food commons: Participatory action research on food apartheid and community-based agrifood system governance in Louisville, KY.",2024,NA,ir.library.louisville.edu,https://ir.library.louisville.edu/etd/4485/,NA,568,2025-09-15,NA,NA,0,0,0,1,1,"This dissertation investigates the structural inequities fueling food apartheid in Louisville, Kentucky’s agrifood system and explores community-based governance as a path toward food …",https://ir.library.louisville.edu/cgi/viewcontent.cgi?article=5777&context=etd,https://scholar.google.com/scholar?q=related:4zS9sRb5v9YJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),1761,TRUE,NA,NA
0,"NA Suggs-Brigety, S Leblanc",Amplifying Unheard Voices: Energy Literacy as a Path to Equitable Stakeholder Participation,2024,ASEE Mid-Atlantic Section Spring …,peer.asee.org,https://peer.asee.org/amplifying-unheard-voices-energy-literacy-as-a-path-to-equitable-stakeholder-participation,NA,669,2025-09-15,NA,NA,0,0,0,2,1,There is an increasing need for energy literacy among people living in marginalized communities to increase their ability to engage with stakeholders in the energy transition. …,https://peer.asee.org/amplifying-unheard-voices-energy-literacy-as-a-path-to-equitable-stakeholder-participation.pdf,https://scholar.google.com/scholar?q=related:9mzf2dYeppkJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),1797,TRUE,NA,NA
0,"Y Xu, LE Dougald",Estimating Disadvantaged Populations Based on Public Data,2025,NA,rosap.ntl.bts.gov,https://rosap.ntl.bts.gov/view/dot/84527,NA,673,2025-09-15,NA,NA,0,0,0,2,1,"This report develops robust estimation models to address data challenges for identifying disadvantaged populations, defined by low-income, racial minority, and limited English …",https://rosap.ntl.bts.gov/view/dot/84527/dot_84527_DS1.pdf,https://scholar.google.com/scholar?q=related:1I0tkj0WvJ8J:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),2045,TRUE,NA,NA
