cites,authors,title,year,source,publisher,article_url,cites_url,gs_rank,query_date,type,doi,ecc,cites_per_year,cites_per_author,author_count,age,abstract,full_text_url,related_url,source_file,tool_name,study_id,double_code,topic_cat,tool_use_type,publisher_type,publisher_description
2,"M McCrory, I Scott, A Raymond, P Levy","Watered down Voices, Watered down Justice: A Demand for Polycentricism, Demosprudence, and Praxis in WOTUS Regulatory Reform",2021,Geo. Env't L. Rev.,HeinOnline,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/gintenlr34&section=20,https://scholar.google.com/scholar?cites=2640713493140217694&as_sdt=2005&sciodt=2007&hl=en,329,2025-08-29,NA,NA,2,0.5,1,4,4,"For decades, science has demonstrated that discrete populations have been disproportionately forced to suffer the horrors of living in areas contaminated by toxic and hazardous …",https://www.law.georgetown.edu/environmental-law-review/wp-content/uploads/sites/18/2023/09/Watered-Down-Voices-and-Watered-Down-Justice.pdf,https://scholar.google.com/scholar?q=related:Xh80UO6ypSQJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,268,TRUE,"Governance, policy & institutional frameworks",Mentioned/Context,Legal / policy databases,HeinOnline is a subscription-based online legal research database specializing in law journals and government documents
0,"MC Bathula, SVH Madiraju, RS Viyyuri",Journal of Environmental Science and Pollution Research,2022,J. Environ. Sci,jacsdirectory.com,http://jacsdirectory.com/journal-of-environmental-sciences-and-pollution-research/admin/issues/20220204143500_8-1-02_JESPR22219_Case_study_on_assessment_of_environmental_justice_using_GIS_in_Franklin_County_Ohio_USA.pdf,NA,18,2025-08-29,PDF,NA,0,0,0,3,3,Environmental justice is a growing concern in the United States. This study is an attempt to assess if fairness exists when it comes to the population of Franklin County concerning the …,http://jacsdirectory.com/journal-of-environmental-sciences-and-pollution-research/admin/issues/20220204143500_8-1-02_JESPR22219_Case_study_on_assessment_of_environmental_justice_using_GIS_in_Franklin_County_Ohio_USA.pdf,https://scholar.google.com/scholar?q=related:pY3sajKTT_MJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,280,TRUE,Equity and justice,Applied,Open access publishers,JACS Directory hosts OA journals across applied sciences.
0,"N Beller-Simms, JS Fries, K Heyn, M Hodgins, L Kaatz, ...",Showcasing Leading Practices in Climate Adaptation: Experiences from the Water Sector to Empower Other Sectors and Communities,2022,NA,repository.library.noaa.gov,https://repository.library.noaa.gov/view/noaa/44402/noaa_44402_DS1.pdf,NA,232,2025-08-29,PDF,NA,0,0,0,6,3,"This monograph is the second in a series on the subject of adaptation by the NOAA Climate Program Office, Climate and Societal Interactions, Adaptation Sciences (AdSci) Program. …",https://repository.library.noaa.gov/view/noaa/44402/noaa_44402_DS1.pdf,https://scholar.google.com/scholar?q=related:SFDAPgKJ0GUJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,284,TRUE,Water resources & flooding,Mentioned/Context,Government repositories,NOAA’s library repository provides access to NOAA scientific reports and publications.
65,N Brazil,Environmental inequality in the neighborhood networks of urban mobility in US cities,2022,Proceedings of the National Academy of Sciences,pnas.org,https://www.pnas.org/doi/abs/10.1073/pnas.2117776119,https://scholar.google.com/scholar?cites=12915373848302613278&as_sdt=2005&sciodt=2007&hl=en,93,2025-08-29,NA,10.1073/pnas.2117776119,65,21.67,65,1,3,… Air pollution data come from the Environmental Protection Agency’s (EPA’s) Environmental Justice Screening and Mapping Tool EJSCREEN. Following prior work employing an …,https://www.pnas.org/doi/full/10.1073/pnas.2117776119,https://scholar.google.com/scholar?q=related:HnNyIRagPLMJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,285,TRUE,"Transit, mobility & transportation",Applied,Scholarly society / association publishers,PNAS (Proceedings of the National Academy of Sciences) is published by the U.S. National Academy of Sciences (a learned society).
0,NA Seeteram,An Assessment of Climate Mobility Pressures in Response to Dynamic Sea-Level Rise,2022,NA,digitalcommons.fiu.edu,https://digitalcommons.fiu.edu/etd/5102/,NA,286,2025-08-29,NA,NA,0,0,0,1,3,"Sea-level rise (SLR) and related flooding impacts will contribute to migration across coastal communities around the world. Differential exposure to impacts, societal vulnerability, and …",https://digitalcommons.fiu.edu/cgi/viewcontent.cgi?article=6575&context=etd,https://scholar.google.com/scholar?q=related:4Hzl0BNP8hUJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,295,TRUE,Water resources & flooding,Mentioned/Context,University / institutional repositories,"Florida International University Digital Commons repository, theses and scholarly outputs."
0,"P King, K Kunkel","Sea Level Rise Adaptation Plan for Transportation Infrastructure and Other Critical Resources in the Eureka Slough Hydrographic Area, Humboldt Bay",2021,NA,digitalcommons.humboldt.edu,https://digitalcommons.humboldt.edu/hsuslri_local/38/,NA,341,2025-08-29,NA,NA,0,0,0,2,4,This plan (study) presents a framework for developing sea level rise adaptation strategies within the highly vulnerable Eureka Slough hydrographic area of Humboldt Bay. The purpose …,https://digitalcommons.humboldt.edu/cgi/viewcontent.cgi?article=1039&context=hsuslri_local,https://scholar.google.com/scholar?q=related:LJpDOWcQf2wJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,301,TRUE,Water resources & flooding,Mentioned/Context,University / institutional repositories,Cal Poly Humboldt Digital Commons (theses/projects).
2,"R Burton, M Baggu, J Rhodes, N Blair, T Harris, ...",Puerto Rico Grid Resilience and Transitions to 100% Renewable Energy Study (PR100): Six-Month Progress Update [Slides],2022,NA,osti.gov,https://www.osti.gov/biblio/1878751,https://scholar.google.com/scholar?cites=8945006970787655577&as_sdt=2005&sciodt=2007&hl=en,301,2025-08-29,NA,NA,2,0.67,0,6,3,… data by sector from LUMA are scaled according to monthly demand projections by sector for FY 2022–FY 2051 to determine hourly demand projections by sector for FY 2022–FY 2051. …,https://www.osti.gov/servlets/purl/1878751,https://scholar.google.com/scholar?q=related:me8wf3IMI3wJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,308,TRUE,Energy & decarbonization,Applied,Government repositories,OSTI.gov is the U.S. DOE Office of Scientific and Technical Information repository.
2,"R Singh, MA Dumas",Exploring the Spatial Relationship Between Demographic Indicators and the Built Environment of a City,2021,Smoky Mountains Computational Sciences and …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-96498-6_27,https://scholar.google.com/scholar?cites=7989715797171219336&as_sdt=2005&sciodt=2007&hl=en,86,2025-08-29,NA,10.1007/978-3-030-96498-6_27,2,0.5,1,2,4,… (EJSCREEN) was downloaded for Las Vegas [12] and used in this analysis. EJSCREEN is a tool that the EPA uses to relate environmental and demographic indicators [13]. In this study…,https://www.osti.gov/servlets/purl/1885276,https://scholar.google.com/scholar?q=related:iKu3qi8s4W4J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,314,TRUE,"Land use, housing & built environment infrastructure",Applied,Commercial academic publishers,Springer Nature is a global for-profit academic publisher. Part of Springer Nature; commercial scholarly publisher.
16,RL Revesz,Air pollution and environmental justice,2022,Ecology LQ,HeinOnline,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/eclawq49&section=8,https://scholar.google.com/scholar?cites=7089744102742165217&as_sdt=2005&sciodt=2007&hl=en,83,2025-08-29,NA,NA,16,5.33,16,1,3,"Of all pollutants, particulate matter has by far the worst impacts on public health. According to a report by the Office of Management and Budget, 98 to 99 percent of the monetized …",https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=3930215,https://scholar.google.com/scholar?q=related:4QZeyLLUY2IJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,316,TRUE,Air quality & pollution,Mentioned/Context,Legal / policy databases,HeinOnline is a subscription-based online legal research database specializing in law journals and government documents
5,"S Dosemagen, E Williams",Data usability: the forgotten segment of environmental data workflows,2022,Frontiers in Climate,frontiersin.org,https://www.frontiersin.org/journals/climate/articles/10.3389/fclim.2022.785269/full,https://scholar.google.com/scholar?cites=8855886422507638455&as_sdt=2005&sciodt=2007&hl=en,115,2025-08-29,HTML,10.3389/fclim.2022.785269,5,1.67,3,2,3,"While there has been a rapid increase in the use of participatory science methods over the last decade, the usability of resulting data in addressing situations of environmental injustice …",https://www.frontiersin.org/journals/climate/articles/10.3389/fclim.2022.785269/full,https://scholar.google.com/scholar?q=related:t87F4Mdt5noJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,320,TRUE,Other,Mentioned/Context,Open access publishers,Frontiers Media SA is a nonprofit open-access publisher of peer-reviewed scientific journals.
5,"S Namin, Y Ko, Y Zhou, K Beyer","Discourse analysis of the perceptions of environmental justice and respiratory health disparities in Dallas, TX",2022,Local Environment,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/13549839.2022.2040460,https://scholar.google.com/scholar?cites=12019778356286360285&as_sdt=2005&sciodt=2007&hl=en,101,2025-08-29,NA,10.1080/13549839.2022.2040460,5,1.67,1,4,3,"… This index is calculated at block group based on the data from the EJscreen tool utilizing American Community Survey data (EJ screen, 2013). A higher index indicates lower SES …",NA,https://scholar.google.com/scholar?q=related:3YpgRbvUzqYJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,331,TRUE,Health & well-being,Applied,Commercial academic publishers,For-profit academic publisher of journals and books.
0,S Parker,EPA Plans To Fill 'Gap'Left By Switch To Annual Air Toxics Reports,2021,Inside EPA's Risk Policy Report,JSTOR,https://www.jstor.org/stable/27290297,NA,117,2025-08-29,NA,NA,0,0,0,1,4,"… year through its EJSCREEN environmental justice screening … But state air regulators’ groups say the current EJSCREEN … information will also apply for 2022, when EPA plans to release …",NA,https://scholar.google.com/scholar?q=related:K3NtMPm2aDAJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,333,TRUE,Air quality & pollution,Mentioned/Context,Grey literature platforms,"JSTOR (part of non-profit ITHAKA) is a digital library/archive of scholarly journals and books. Digital library/aggregator, not the original publisher."
0,ST Beaty,Equity evaluation in HUD disaster recovery programs,2022,NA,repositories.lib.utexas.edu,https://repositories.lib.utexas.edu/items/1c46264e-45be-4208-a103-493906ec6ae0,NA,186,2025-08-29,NA,NA,0,0,0,1,3,"… In July 2022, a group of representatives announced the formation of a Bipartisan Congressional Disaster Preparedness and Recovery Caucus and introduced a bill to establish a …",https://repositories.lib.utexas.edu/bitstreams/88bee40e-c236-43c3-81d9-31729c6ac935/download,https://scholar.google.com/scholar?q=related:UeMeX2GHvSsJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,348,TRUE,Climate hazards & risks,Evaluated,University / institutional repositories,Texas ScholarWorks is UT Austin’s institutional repository of faculty publications
0,"A EXHIBIT, SOF WORK",Project Summary/Abstract,NA,ww2.arb.ca.gov,NA,https://ww2.arb.ca.gov/sites/default/files/2024-04/II.1%20-%20Proposal%20-%2023RD010%20UCR%20Train%20BWWW%20Proposal_CARB%20comments_V2_Clean.pdf,NA,619,2025-08-29,PDF,NA,0,0,0,2,NA,"Exhaust particulate matter (PM) emissions for both on-road and off-road equipment have decreased significantly over time due to stricter regulations, incentive programs, and advanced …",https://ww2.arb.ca.gov/sites/default/files/2024-04/II.1%20-%20Proposal%20-%2023RD010%20UCR%20Train%20BWWW%20Proposal_CARB%20comments_V2_Clean.pdf,https://scholar.google.com/scholar?q=related:td5RLGhHaGwJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,383,TRUE,Air quality & pollution,Applied,NA,NA
0,A Richmond,“Sche wend hyt had be byggyd londe:” Reading the Coastal Environs of Sir Eglamour of Artois with 360-Degree Photography,2024,ISLE: Interdisciplinary Studies in Literature and …,academic.oup.com,https://academic.oup.com/isle/advance-article-abstract/doi/10.1093/isle/isae024/7680016,NA,643,2025-08-29,NA,10.1093/isle/isae024/7680016,0,0,0,1,1,"Roughly two-thirds of the way through the fourteenth-century Middle English romance Sir Eglamour of Artois, the eponymous protagonist’s lover, Cristabelle, has been cast adrift with …",NA,https://scholar.google.com/scholar?q=related:cOjcFVCz6QYJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,405,TRUE,Other,Mentioned/Context,University presses,Oxford University Press is the publishing house of the University of Oxford (the world’s largest university press).
